url_id,title,ad_title,subtitle,description,price,model_year,km,seats,vehicle_model,length_variant,trim,fuel,drive,battery_kwh,range_wltp_km,effect_hp,max_tow_kg,body_type,vehicle_class,has_towbar,has_panorama,has_hud,has_leather,has_camera,has_nav,is_camper,owners,first_registered,warranty_text,warranty_months,warranty_km,color,place,postal_code,county,latitude,longitude,seller_name,updated_at_text,model_sample,relevant,is_electric,parse_source_core,parse_source_flags,raw_html_file,url,search_query,search_page,search_position,brand,model,search_price,page_title,total_price_text,price_ex_reg_text,reg_fee_text,effect_text,km_text,battery_text,range_text,transmission,tow_weight_text,weight_text,doors,luggage_text,country,eu_deadline,registration_number,sales_form,weight_kg,luggage_l,total_price,price_ex_reg,battery_kwh_detected,range_wltp_km_detected,finn_county_code,finn_municipality_code,model_clean
460911550,Peugeot e-Traveller,Peugeot e-Traveller,"136 hk | L2 | 9 seter | 30,5 mil WLP | H-feste |","136 hk | L2 | 9 seter | 30,5 mil WLP | H-feste |",379000,2021,61000,9,Peugeot e-Traveller,XL/L3,Plus,El,Forhjulsdrift,NA,305,136,1000,Flerbruksbil,Personbil,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,03.04.2021,Nybilgaranti fra 1. gang reg.,60,100000,Hvit,Øvrebø,NA,NA,58.296079,7.835082,DBBIL AS,"22. april 2026, 14:42 Referanse 3239 Del annonsen Rapporter annonse",TRUE,FALSE,TRUE,FINN HTML definition list + SEO structured data,deterministic keyword parser,data/raw/html/item_460911550.html,https://www.finn.no/mobility/item/460911550,Peugeot e-Traveller,1,10,Peugeot,e-Traveller,379000,Bruktbil til salgs: Peugeot e-Traveller - 2021 - Hvit - 136 hk - Flerbruksbil | FINN.no,NA,374 468 kr,4 532 kr (avgifter),136 hk,61 000 km,NA,NA,Automat,1 000 kg,2 375 kg,5,NA,Norge,NA,EC40924,Bruktbil til salgs,2375,NA,NA,374468,NA,0,22042,20183,e-Traveller
455979534,Peugeot e-Traveller,Peugeot e-Traveller,L3 75 kWt Lane Assist/Fjernlysassistent/R.kamera,L3 75 kWt Lane Assist/Fjernlysassistent/R.kamera,389000,2022,54500,9,Peugeot e-Traveller,XL/L3,Plus,El,Forhjulsdrift,68,314,136,1000,Kasse,Personbil,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,25.11.2022,Bruktbilgaranti,12,12000,Grå,Askim,NA,NA,59.576943,11.211077,Andresen Bil Askim,"28. april 2026, 11:56 Referanse 5aa69ea7-71d3-43b1-a578-539819a6a3f6 Del annonsen Rapporter annonse",TRUE,FALSE,TRUE,FINN HTML definition list + SEO structured data,deterministic keyword parser,data/raw/html/item_455979534.html,https://www.finn.no/mobility/item/455979534,Peugeot e-Traveller,1,11,Peugeot,e-Traveller,389000,Bruktbil til salgs: Peugeot e-Traveller - 2022 - Grå - 136 hk - Kasse | FINN.no,NA,384 468 kr,4 532 kr (avgifter),136 hk,54 500 km,68 kWh,NA,Automat,1 000 kg,2 086 kg,6,2 381 L,Norge,NA,EE80741,Bruktbil til salgs,2086,2381,NA,384468,75,500,20002,22103,e-Traveller
462910944,Peugeot e-Traveller,Peugeot e-Traveller,75 kWh Aut 8 SETER 2 El.Skyved/R.kam Skinn Pano Masasje,75 kWh Aut 8 SETER 2 El.Skyved/R.kam Skinn Pano Masasje,399532,2021,69575,8,Peugeot e-Traveller,XL/L3,Plus,El,Forhjulsdrift,75,311,136,1000,Flerbruksbil,Personbil,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,05.05.2021,NA,NA,NA,Svart,Oslo,0570,Oslo,59.93169640312724,10.778703049453599,OSLO AUTOSALG AS,"13. mai 2026, 03:46 Referanse 914 Del annonsen Rapporter annonse",TRUE,FALSE,TRUE,FINN HTML definition list + SEO structured data,deterministic keyword parser,data/raw/html/item_462910944.html,https://www.finn.no/mobility/item/462910944,Peugeot e-Traveller,1,12,Peugeot,e-Traveller,399532,Bruktbil til salgs: Peugeot e-Traveller - 2021 - Svart - 136 hk - Flerbruksbil | FINN.no,NA,395 000 kr,4 532 kr (avgifter),136 hk,69 575 km,NA,NA,Automat,1 000 kg,2 327 kg,NA,NA,Norge,NA,NA,Bruktbil til salgs,2327,NA,NA,395000,75,575,20061,20456,e-Traveller
426629986,Peugeot e-Traveller,Peugeot e-Traveller,75 kWh Aut 8 SETER 2 El.Skyved/R.kam Skinn Pano Masasje,75 kWh Aut 8 SETER 2 El.Skyved/R.kam Skinn Pano Masasje,429918,2021,38778,8,Peugeot e-Traveller,XL/L3,Plus,El,Forhjulsdrift,75,313,136,1000,Flerbruksbil,Personbil,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,27.04.2021,NA,NA,NA,Grå,Oslo,0570,Oslo,59.93169640312724,10.778703049453599,OSLO AUTOSALG AS,"8. mai 2026, 20:54 Referanse 910 Del annonsen Rapporter annonse",TRUE,FALSE,TRUE,FINN HTML definition list + SEO structured data,deterministic keyword parser,data/raw/html/item_426629986.html,https://www.finn.no/mobility/item/426629986,Peugeot e-Traveller,1,14,Peugeot,e-Traveller,429918,Bruktbil til salgs: Peugeot e-Traveller - 2021 - Grå - 136 hk - Flerbruksbil | FINN.no,NA,425 000 kr,4 918 kr (avgifter),136 hk,38 778 km,NA,NA,Automat,1 000 kg,2 295 kg,NA,NA,Norge,NA,NA,Bruktbil til salgs,2295,NA,NA,425000,75,778,20061,20456,e-Traveller
457906888,Toyota Proace City Verso,Toyota Proace City Verso,"Electric,7 seter,Navi,Cruise,Rattvarme,Pdc,App","Electric,7 seter,Navi,Cruise,Rattvarme,Pdc,App",299800,2022,62000,7,Toyota Proace Verso Electric,XL/L3,Plus,El,Forhjulsdrift,NA,269,136,NA,Flerbruksbil,Personbil,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,1,29.08.2022,Bruktbilgaranti,24,200000,Svart,Rolvsøy,NA,NA,59.246806,10.987282,Bilsalong 1 AS,"28. april 2026, 12:59 Referanse 3935 Del annonsen Rapporter annonse",TRUE,FALSE,TRUE,FINN HTML definition list + SEO structured data,deterministic keyword parser,data/raw/html/item_457906888.html,https://www.finn.no/mobility/item/457906888,Toyota Proace Verso Electric,1,1,Toyota,Proace City Verso,299800,Bruktbil til salgs: Toyota Proace City Verso - 2022 - Svart - 136 hk - Flerbruksbil | FINN.no,NA,NA,Fritatt (avgifter),136 hk,62 000 km,NA,NA,Automat,NA,NA,5,NA,Norge,NA,NA,Bruktbil til salgs,NA,NA,NA,NA,NA,0,20002,20024,Proace City Verso
380539848,Toyota Proace Verso,Toyota Proace Verso,Electric Lang Executive Family,Electric Lang Executive Family,319129,2021,134000,8,Toyota Proace Verso Electric,XL/L3,Plus,El,Forhjulsdrift,75,0,136,1000,Flerbruksbil,Personbil,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,1,26.09.2021,Nybilgaranti,NA,200000,Hvit,Godvik,5179,Rogaland/Vestland,60.37806042296774,5.1985329551003785,Taxi 1 AS,"12. mars 2026, 10:51 Del annonsen Rapporter annonse",TRUE,FALSE,TRUE,FINN HTML definition list + SEO structured data,deterministic keyword parser,data/raw/html/item_380539848.html,https://www.finn.no/mobility/item/380539848,Toyota Proace Verso Electric,1,2,Toyota,Proace Verso,319129,Bruktbil til salgs: Toyota Proace Verso - 2021 - Hvit - 136 hk - Flerbruksbil | FINN.no,NA,312 000 kr,7 129 kr (avgifter),136 hk,134 000 km,75 kWh,NA,Automat,1 000 kg,2 092 kg,5,989 L,Norge,26.05.2026,ED17577,Bruktbil til salgs,2092,989,NA,312000,75,0,22046,20220,Proace Verso
456933969,Toyota Proace Verso,Toyota Proace Verso,Electric Cruise/Navi/Kamera/Dab+,Electric Cruise/Navi/Kamera/Dab+,409000,2024,2100,5,Toyota Proace Verso Electric,XL/L3,Plus,El,Forhjulsdrift,NA,100,136,1000,NA,Personbil,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,22.02.2024,Nybilgaranti fra 1. gang reg.,60,100000,Svart,Fredrikstad,NA,NA,59.240033,10.982871,Dahles Auto Råbekken,"23. mars 2026, 09:00 Referanse 2962 Del annonsen Rapporter annonse",TRUE,FALSE,TRUE,FINN HTML definition list + SEO structured data,deterministic keyword parser,data/raw/html/item_456933969.html,https://www.finn.no/mobility/item/456933969,Toyota Proace Verso Electric,1,3,Toyota,Proace Verso,409000,Bruktbil til salgs: Toyota Proace Verso - 2024 - Svart - 136 hk | FINN.no,NA,NA,Fritatt (avgifter),136 hk,2 100 km,NA,NA,Automat,1 000 kg,2 092 kg,5,NA,Norge,NA,EP67017,Bruktbil til salgs,2092,NA,NA,NA,NA,100,20002,20024,Proace Verso
460240451,Toyota Proace Verso,Toyota Proace Verso,Electric 8-Seter ACC/Oppv.ratt/Navi/Kam/Dab+/Krok,Electric 8-Seter ACC/Oppv.ratt/Navi/Kam/Dab+/Krok,529000,2024,2400,8,Toyota Proace Verso Electric,XL/L3,Plus,El,Forhjulsdrift,NA,316,136,1000,NA,Personbil,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,18.06.2024,Nybilgaranti fra 1. gang reg.,NA,NA,Sølv,Moss,NA,NA,59.415976,10.687152,Dahles Auto Moss AS,"17. april 2026, 13:07 Referanse 4407 Del annonsen Rapporter annonse",TRUE,FALSE,TRUE,FINN HTML definition list + SEO structured data,deterministic keyword parser,data/raw/html/item_460240451.html,https://www.finn.no/mobility/item/460240451,Toyota Proace Verso Electric,1,5,Toyota,Proace Verso,529000,Bruktbil til salgs: Toyota Proace Verso - 2024 - Sølv - 136 hk | FINN.no,NA,NA,Fritatt (avgifter),136 hk,2 400 km,NA,NA,Automat,1 000 kg,2 252 kg,5,NA,Norge,NA,EP85506,Bruktbil til salgs,2252,NA,NA,NA,NA,400,20002,20022,Proace Verso
459852675,Toyota Proace Verso,Toyota Proace Verso,Electric 8-Seter ACC/Oppv.ratt/Navi/Kam/Dab+,Electric 8-Seter ACC/Oppv.ratt/Navi/Kam/Dab+,549000,2024,3500,8,Toyota Proace Verso Electric,XL/L3,Plus,El,Forhjulsdrift,NA,340,136,1000,NA,Personbil,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,06.06.2024,Nybilgaranti fra 1. gang reg.,60,100000,Grå,Fredrikstad,NA,NA,59.240033,10.982871,Dahles Auto Råbekken,"14. april 2026, 08:59 Referanse 2961 Del annonsen Rapporter annonse",TRUE,FALSE,TRUE,FINN HTML definition list + SEO structured data,deterministic keyword parser,data/raw/html/item_459852675.html,https://www.finn.no/mobility/item/459852675,Toyota Proace Verso Electric,1,6,Toyota,Proace Verso,549000,Bruktbil til salgs: Toyota Proace Verso - 2024 - Grå - 136 hk | FINN.no,NA,NA,Fritatt (avgifter),136 hk,3 500 km,NA,NA,Automat,1 000 kg,2 136 kg,5,NA,Norge,NA,EP67023,Bruktbil til salgs,2136,NA,NA,NA,NA,500,20002,20024,Proace Verso
459405352,Toyota Proace Verso,Toyota Proace Verso,Electric Lang Executive Shuttle,Electric Lang Executive Shuttle,599900,2023,10000,9,Toyota Proace Verso Electric,XL/L3,Plus,El,Forhjulsdrift,75,310,136,1000,Annet,Personbil,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,21.04.2023,"Toyota Relax, opp til 10år/200.000km",24,200000,Brun,Mo i Rana,NA,NA,66.320996,14.174848,Nordvik AS - Mo i Rana,"11. mai 2026, 09:21 Referanse 205caf5b-7208-4378-bda9-59ef4576e25b Del annonsen Rapporter annonse",TRUE,FALSE,TRUE,FINN HTML definition list + SEO structured data,deterministic keyword parser,data/raw/html/item_459405352.html,https://www.finn.no/mobility/item/459405352,Toyota Proace Verso Electric,1,7,Toyota,Proace Verso,599900,Bruktbil til salgs: Toyota Proace Verso - 2023 - Brun - 136 hk - Annet | FINN.no,NA,592 395 kr,7 505 kr (avgifter),136 hk,10 000 km,75 kWh,NA,Automat,1 000 kg,2 086 kg,4,900 L,Norge,NA,EE10831,Bruktbil til salgs,2086,900,NA,592395,75,0,20018,20383,Proace Verso
461492193,Toyota Proace Verso,Toyota Proace Verso,Electric Lang 9-Seter/Cruise/Oppv.ratt/Navi/Kam/Dab+,Electric Lang 9-Seter/Cruise/Oppv.ratt/Navi/Kam/Dab+,619000,2025,300,9,Toyota Proace Verso Electric,XL/L3,Plus,El,Forhjulsdrift,NA,340,136,1000,NA,Personbil,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,23.06.2025,Garanti 5 år ihht nybilgaranti til leverandør,60,100000,Grå,Fredrikstad,NA,NA,59.240033,10.982871,Dahles Auto Råbekken,"27. april 2026, 08:46 Referanse 2954 Del annonsen Rapporter annonse",TRUE,FALSE,TRUE,FINN HTML definition list + SEO structured data,deterministic keyword parser,data/raw/html/item_461492193.html,https://www.finn.no/mobility/item/461492193,Toyota Proace Verso Electric,1,8,Toyota,Proace Verso,619000,Bruktbil til salgs: Toyota Proace Verso - 2025 - Grå - 136 hk | FINN.no,NA,NA,Fritatt (avgifter),136 hk,300 km,NA,NA,Automat,1 000 kg,2 166 kg,5,NA,Norge,NA,EP67019,Bruktbil til salgs,2166,NA,NA,NA,NA,300,20002,20024,Proace Verso
437148373,Toyota Proace Verso,Toyota Proace Verso,Electric Lang Executive Family,Electric Lang Executive Family,659000,2024,20000,8,Toyota Proace Verso Electric,XL/L3,Plus,El,Forhjulsdrift,75,309,136,1000,Flerbruksbil,Personbil,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,1,24.05.2024,Nybilgaranti,37,200000,Grå,Hokksund,NA,NA,59.768975,9.89871,Toyota Hokksund,"24. april 2026, 09:08 Referanse aa868545-c013-4eb9-9b12-47c389a8a6ec Del annonsen Rapporter annonse",TRUE,FALSE,TRUE,FINN HTML definition list + SEO structured data,deterministic keyword parser,data/raw/html/item_437148373.html,https://www.finn.no/mobility/item/437148373,Toyota Proace Verso Electric,1,9,Toyota,Proace Verso,659000,Bruktbil til salgs: Toyota Proace Verso - 2024 - Grå - 136 hk - Flerbruksbil | FINN.no,NA,651 495 kr,7 505 kr (avgifter),136 hk,20 000 km,75 kWh,NA,Automat,1 000 kg,2 092 kg,5,989 L,Norge,24.05.2028,EH78684,Bruktbil til salgs,2092,989,NA,651495,75,0,20007,20123,Proace Verso
460244271,Toyota Proace Verso,Toyota Proace Verso,L3 Executive 177hk 9-SETER/EL-SKYVEDØRER/ACC/KROK,L3 Executive 177hk 9-SETER/EL-SKYVEDØRER/ACC/KROK,639990,2023,58156,9,Toyota Proace Verso Electric,XL/L3,Plus,Diesel,Forhjulsdrift,NA,156,177,1800,Flerbruksbil,Personbil,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,07.02.2023,Nybilgaranti fra 1. gang reg.,60,200000,Grå,Hell,NA,NA,63.439843,10.889477,STJØRDAL AUTO,"29. april 2026, 08:59 Referanse 5450 Del annonsen Rapporter annonse",TRUE,FALSE,TRUE,FINN HTML definition list + SEO structured data,deterministic keyword parser,data/raw/html/item_460244271.html,https://www.finn.no/mobility/item/460244271,Toyota Proace Verso elektrisk,1,38,Toyota,Proace Verso,639990,Bruktbil til salgs: Toyota Proace Verso - 2023 - Grå - 177 hk - Flerbruksbil | FINN.no,NA,632 485 kr,7 505 kr (avgifter),177 hk,58 156 km,NA,NA,Automat,1 800 kg,1 977 kg,5,NA,Norge,NA,NA,Bruktbil til salgs,1977,NA,NA,632485,NA,156,20016,20346,Proace Verso
