url_id,title,ad_title,subtitle,description,price,model_year,km,seats,vehicle_model,length_variant,trim_family,fuel,drive,battery_kwh,range_wltp_km,effect_hp,max_tow_kg,body_type,vehicle_class,has_towbar,has_panorama,has_hud,has_leather,has_camera,has_nav,is_camper,owners,first_registered,warranty_text,warranty_months,warranty_km,color,place,postal_code,county,latitude,longitude,seller_name,updated_at_text,model_sample,relevant,is_electric,parse_source_core,parse_source_flags,raw_html_file,url,search_query,search_page,search_position,brand,model,search_price,page_title,total_price_text,price_ex_reg_text,reg_fee_text,effect_text,km_text,battery_text,range_text,transmission,tow_weight_text,weight_text,doors,luggage_text,country,eu_deadline,registration_number,sales_form,weight_kg,luggage_l,total_price,price_ex_reg,battery_kwh_detected,range_wltp_km_detected,finn_county_code,finn_municipality_code,model_clean,length_for_msrp,trim_for_msrp,base_new_price,msrp_variant,source_id,seat_option_price,common_option_price,estimated_new_price,depreciation,depreciation_pct,msrp_assumption,source_url,source_note,ad_age_years,log_km,battery_kwh_model,battery_75,.fitted,.resid,.hat,.sigma,.cooksd,.std.resid,predicted_depreciation,predicted_price,depreciation_residual,price_residual,depreciation_residual_pct,student_residual,cooks_d,leverage,underpriced_rank
460798037,Peugeot e-Traveller,Peugeot e-Traveller,L2 Allure 75kWt,L2 Allure 75kWt,339532,2021,74000,8,Peugeot e-Traveller,M/L2,high,El,Forhjulsdrift,75,330,136,1000,Flerbruksbil,Personbil,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,1,10.06.2021,Nybilgaranti,1,100000,Svart,Ålesund,6006,Møre og Romsdal/Vestland,62.465498273865634,6.113798689248467,NA,"13. mai 2026, 13:51 Del annonsen Rapporter annonse",TRUE,FALSE,TRUE,FINN HTML definition list + SEO structured data,deterministic keyword parser,data/raw/html/item_460798037.html,https://www.finn.no/mobility/item/460798037,Peugeot e-Traveller,1,4,Peugeot,e-Traveller,339532,Bruktbil til salgs: Peugeot e-Traveller - 2021 - Svart - 136 hk - Flerbruksbil | FINN.no,NA,335 000 kr,4 532 kr (avgifter),136 hk,74 000 km,75 kWh,NA,Automat,1 000 kg,2 065 kg,5,603 L,Norge,10.06.2027,EC58941,Bruktbil til salgs,2065,603,NA,335000,75,0,20015,20282,e-Traveller,M/L2,high,683600,Business L2 + common high-spec options,peugeot_2026_pdf,0,14875,698475,358943,0.5138952718422277,Business L2 + common high-spec options; seter +0 kr; øvrige opsjoner +14875 kr,https://www.peugeot.no/content/dam/peugeot/norway/prislister-og-brosjyrer/personbiler/Kundeprisliste_E-Traveller_2026.pdf,Kundeprisliste gjeldende fra 01.01.2026. Business L2/L3.,5,11.211833885608513,75,TRUE,340756.36531276535,18186.634687234648,0.10043433456791127,66052.20486307799,0.001395259246936683,0.2957684238372817,340756.36531276535,357718.63468723465,18186.634687234648,-18186.634687234648,0.026037631536181893,0.2903010379210203,0.001395259246936683,0.10043433456791127,11
462879973,Peugeot e-Traveller,Peugeot e-Traveller,75 kWh L3 8 seter BIS | SKINN| EL.DØRER|,75 kWh L3 8 seter BIS | SKINN| EL.DØRER|,349000,2021,79800,8,Peugeot e-Traveller,XL/L3,high,El,Forhjulsdrift,75,350,0,1000,Flerbruksbil,Personbil,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,13.09.2021,Bruktbilgaranti,3,3000,Grå,Rissa,NA,Ukjent,63.582549,9.954368,Leira Bil AS / Sannan Bil AS,"8. mai 2026, 16:37 Del annonsen Rapporter annonse",TRUE,FALSE,TRUE,FINN HTML definition list + SEO structured data,deterministic keyword parser,data/raw/html/item_462879973.html,https://www.finn.no/mobility/item/462879973,Peugeot e-Traveller,1,8,Peugeot,e-Traveller,349000,Bruktbil til salgs: Peugeot e-Traveller - 2021 - Grå - Flerbruksbil | FINN.no,NA,344 468 kr,4 532 kr (avgifter),0 hk,79 800 km,75 kWh,NA,Automat,1 000 kg,2 322 kg,5,703 L,Norge,NA,EC29237,Bruktbil til salgs,2322,703,NA,344468,75,800,20016,20325,e-Traveller,XL/L3,high,718600,Business L3 + common high-spec options,peugeot_2026_pdf,0,0,718600,369600,0.5143334261063178,Business L3 + common high-spec options; seter +0 kr; øvrige opsjoner +0 kr,https://www.peugeot.no/content/dam/peugeot/norway/prislister-og-brosjyrer/personbiler/Kundeprisliste_E-Traveller_2026.pdf,Kundeprisliste gjeldende fra 01.01.2026. Business L2/L3.,5,11.287291314687705,75,TRUE,352567.83030747075,17032.16969252925,0.1236321004849366,66063.76733682134,0.0015872013862663532,0.28063552327238656,352567.83030747075,366032.16969252925,17032.16969252925,-17032.16969252925,0.023701878225061576,0.27539966561873436,0.0015872013862663532,0.1236321004849366,12
460240451,Toyota Proace Verso,Toyota Proace Verso,Electric 8-Seter ACC/Oppv.ratt/Navi/Kam/Dab+/Krok,Electric 8-Seter ACC/Oppv.ratt/Navi/Kam/Dab+/Krok,529000,2024,2400,8,Toyota Proace Verso Electric,Ukjent,base,El,Forhjulsdrift,NA,316,136,1000,NA,Personbil,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,18.06.2024,Nybilgaranti fra 1. gang reg.,NA,NA,Sølv,Moss,NA,Ukjent,59.415976,10.687152,Dahles Auto Moss AS,"17. april 2026, 13:07 Referanse 4407 Del annonsen Rapporter annonse",TRUE,FALSE,TRUE,FINN HTML definition list + SEO structured data,deterministic keyword parser,data/raw/html/item_460240451.html,https://www.finn.no/mobility/item/460240451,Toyota Proace Verso Electric,1,5,Toyota,Proace Verso,529000,Bruktbil til salgs: Toyota Proace Verso - 2024 - Sølv - 136 hk | FINN.no,NA,NA,Fritatt (avgifter),136 hk,2 400 km,NA,NA,Automat,1 000 kg,2 252 kg,5,NA,Norge,NA,EP85506,Bruktbil til salgs,2252,NA,NA,NA,NA,400,20002,20022,Proace Verso,M/L2,base,627500,Shuttle Nordic V2,toyota_config_2026,0,0,627500,98500,0.15697211155378485,Shuttle Nordic V2; seter +0 kr; øvrige opsjoner +0 kr,https://www.toyota.no/nybil/proace-verso/build,Toyota-konfigurator lest 2026-05-14. Shuttle Nordic V2 og Family Plus.,2,7.783640596221253,75,TRUE,89986.0677099285,8513.932290071505,0.3187127697907512,66134.56445049838,0.0016917380186533594,0.15910395182043824,89986.0677099285,537513.9322900715,8513.932290071505,-8513.932290071505,0.013568019585771323,0.15596838309077155,0.0016917380186533594,0.3187127697907512,13
463472940,Peugeot e-Traveller,Peugeot e-Traveller,Allure / 7-SETER / SKINN / RYGGEKAMERA / GLASSTAK /,Allure / 7-SETER / SKINN / RYGGEKAMERA / GLASSTAK /,349000,2021,70000,7,Peugeot e-Traveller,Ukjent,high,El,Forhjulsdrift,68,302,136,1000,Flerbruksbil,Personbil,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,24.03.2021,NA,NA,NA,Brun,Sarpsborg,NA,Ukjent,59.28581,11.081107,Bertel O. Steen Sarpsborg,"13. mai 2026, 14:01 Referanse 5211ff2a-1e26-4647-a86b-98c75762263a Del annonsen Rapporter annonse",TRUE,FALSE,TRUE,FINN HTML definition list + SEO structured data,deterministic keyword parser,data/raw/html/item_463472940.html,https://www.finn.no/mobility/item/463472940,Peugeot e-Traveller,1,6,Peugeot,e-Traveller,349000,Bruktbil til salgs: Peugeot e-Traveller - 2021 - Brun - 136 hk - Flerbruksbil | FINN.no,NA,344 468 kr,4 532 kr (avgifter),136 hk,70 000 km,68 kWh,NA,Automat,1 000 kg,2 314 kg,6,2 381 L,Norge,NA,EC33852,Bruktbil til salgs,2314,2381,NA,344468,75,0,20002,20023,e-Traveller,M/L2,high,683600,Business L2 + common high-spec options,peugeot_2026_pdf,0,14875,698475,349475,0.5003400264862736,Business L2 + common high-spec options; seter +0 kr; øvrige opsjoner +14875 kr,https://www.peugeot.no/content/dam/peugeot/norway/prislister-og-brosjyrer/personbiler/Kundeprisliste_E-Traveller_2026.pdf,Kundeprisliste gjeldende fra 01.01.2026. Business L2/L3.,5,11.156264806643742,68,FALSE,342108.9815522713,7366.018447728711,0.10066172415810794,66149.07427781202,2.2951843437212698e-4,0.11980837084580018,342108.9815522713,356366.0184477287,7366.018447728711,-7366.018447728711,0.01054585840256088,0.11742146449601015,2.2951843437212698e-4,0.10066172415810794,14
463476333,Opel Zafira,Opel Zafira,LIFE/75kWh/L3/BUSINESS/9-SETER/CRUISE/R.KAM/XENON/NAVI,LIFE/75kWh/L3/BUSINESS/9-SETER/CRUISE/R.KAM/XENON/NAVI,429900,2023,39520,9,Opel Zafira-e Life,XL/L3,high,El,Forhjulsdrift,68,312,136,1000,Annet,Personbil,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,31.03.2023,Nybilgaranti,22,100000,Hvit,Steinkjer,NA,Ukjent,64.007125,11.494524,Slatlem Steinkjer AS,"13. mai 2026, 14:34 Referanse 86370e99-746d-451a-8818-23d0a6076de2 Del annonsen Rapporter annonse",TRUE,FALSE,TRUE,FINN HTML definition list + SEO structured data,deterministic keyword parser,data/raw/html/item_463476333.html,https://www.finn.no/mobility/item/463476333,Opel Zafira e-Life,1,9,Opel,Zafira,429900,Bruktbil til salgs: Opel Zafira - 2023 - Hvit - 136 hk - Annet | FINN.no,NA,422 395 kr,7 505 kr (avgifter),136 hk,39 520 km,68 kWh,NA,Automat,1 000 kg,2 086 kg,6,NA,Norge,NA,EF66815,Bruktbil til salgs,2086,NA,NA,422395,75,520,20016,20343,Zafira,XL/L3,high,749900,GS L3 75 kWh,opel_2026_pdf,4912,14875,769687,339787,0.44146126932116564,GS L3 75 kWh; seter +4912 kr; øvrige opsjoner +14875 kr,https://www.opel.no/content/dam/opel/norway/downloads/pricelists/personbil/Prisliste_Zafira_Electric_2026.pdf,"Offisiell norsk prisliste-URL funnet, men direkte nedlasting ble blokkert i dette miljøet. Prisnivået er lagt inn som samme 2026 Stellantis-prisstige som Citroen, og bør verifiseres mot Opel-konfigurator/prisliste.",3,10.584587455185398,68,FALSE,333487.88071801106,6299.11928198894,0.15465876216576246,66153.29218892746,2.9187966697876604e-4,0.10567681213699484,333487.88071801106,436199.11928198894,6299.11928198894,-6299.11928198894,0.00818400113551215,0.10356484092641953,2.9187966697876604e-4,0.15465876216576246,15
463471877,Peugeot e-Traveller,Peugeot e-Traveller,Allure / 8-SETER / SKINN / RYGGEKAMERA / GLASSTAK /,Allure / 8-SETER / SKINN / RYGGEKAMERA / GLASSTAK /,349000,2021,63900,8,Peugeot e-Traveller,Ukjent,high,El,Forhjulsdrift,68,311,136,1000,Flerbruksbil,Personbil,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,10.05.2021,NA,NA,NA,Grå,Sarpsborg,NA,Ukjent,59.28581,11.081107,Bertel O. Steen Sarpsborg,"13. mai 2026, 14:41 Referanse e7a20148-0fa8-4f9c-879a-15e1cfac1be3 Del annonsen Rapporter annonse",TRUE,FALSE,TRUE,FINN HTML definition list + SEO structured data,deterministic keyword parser,data/raw/html/item_463471877.html,https://www.finn.no/mobility/item/463471877,Peugeot e-Traveller,1,7,Peugeot,e-Traveller,349000,Bruktbil til salgs: Peugeot e-Traveller - 2021 - Grå - 136 hk - Flerbruksbil | FINN.no,NA,344 468 kr,4 532 kr (avgifter),136 hk,63 900 km,68 kWh,NA,Automat,1 000 kg,2 092 kg,6,2 381 L,Norge,NA,EC49592,Bruktbil til salgs,2092,2381,NA,344468,75,900,20002,20023,e-Traveller,M/L2,high,683600,Business L2 + common high-spec options,peugeot_2026_pdf,0,14875,698475,349475,0.5003400264862736,Business L2 + common high-spec options; seter +0 kr; øvrige opsjoner +14875 kr,https://www.peugeot.no/content/dam/peugeot/norway/prislister-og-brosjyrer/personbiler/Kundeprisliste_E-Traveller_2026.pdf,Kundeprisliste gjeldende fra 01.01.2026. Business L2/L3.,5,11.065090289695444,68,FALSE,344328.2757092172,5146.724290782819,0.10125204646706785,66158.79224019377,1.1285571242716223e-4,0.08373901454166076,344328.2757092172,354146.7242907828,5146.724290782819,-5146.724290782819,0.007368516111217751,0.08205865195393011,1.1285571242716223e-4,0.10125204646706785,16
460924816,Citroen SpaceTourer,Citroen SpaceTourer,75kWt 6 seter Fantastisk familiebil | Leveringsklar,75kWt 6 seter Fantastisk familiebil | Leveringsklar,374900,2024,8,6,Citroen ë-SpaceTourer,Ukjent,base,El,Forhjulsdrift,75,315,136,NA,Flerbruksbil,Personbil,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,24.06.2024,Bruktbilgaranti,60,100000,Hvit,Lillestrøm,NA,Akershus,59.956725,11.034393,Birger N. Haug AS Lillestrøm,"11. mai 2026, 16:53 Referanse P277923 Del annonsen Rapporter annonse",TRUE,TRUE,TRUE,FINN HTML definition list + SEO structured data,deterministic keyword parser,data/raw/html/item_460924816.html,https://www.finn.no/mobility/item/460924816,75kWt SpaceTourer,1,2,Citroen,SpaceTourer,374900,Bruktbil til salgs: Citroen SpaceTourer - 2024 - Hvit - 136 hk - Flerbruksbil | FINN.no,NA,NA,Fritatt (avgifter),136 hk,8 km,75 kWh,NA,Automat,NA,NA,6,NA,Norge,NA,EC25582,Bruktbil til salgs,NA,NA,NA,NA,75,315,20003,22105,SpaceTourer,M/L2,base,639900,PLUS L2 75 kWh,citroen_2026_pdf,0,0,639900,265000,0.41412720737615255,PLUS L2 75 kWh; seter +0 kr; øvrige opsjoner +0 kr,https://www.citroen.no/content/dam/citroen/norway/prislister-og-brosjyrer/personbiler/Kundeprisliste_e-Spacetourer_2026.pdf,Kundeprisliste gjeldende fra 01.01.2026. PLUS/MAX L2/L3.,2,2.1972245773362196,75,TRUE,260625.51440255682,4374.485597443185,0.5246908360848621,66155.39521104582,0.0015105630056514664,0.09787117367132768,260625.51440255682,379274.4855974432,4374.485597443185,-4374.485597443185,0.00683620190255225,0.09591215057136288,0.0015105630056514664,0.5246908360848621,17
462768464,Opel Zafira,Opel Zafira,BRUKTBILKAMPANJE 136hk 50kWt 8- seter | Skinn,BRUKTBILKAMPANJE 136hk 50kWt 8- seter | Skinn,279000,2021,80000,8,Opel Zafira-e Life,Ukjent,high,El,Forhjulsdrift,46,207,136,1000,Flerbruksbil,Personbil,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,07.07.2022,Bruktbil garanti,6,6000,Svart,Ålesund,NA,Ukjent,62.470916,6.357525,Auto 8-8 Ålesund AS,"7. mai 2026, 17:14 Referanse ca800c26-cb16-4a8d-9b26-781d0b957a61 Del annonsen Rapporter annonse",TRUE,FALSE,TRUE,FINN HTML definition list + SEO structured data,deterministic keyword parser,data/raw/html/item_462768464.html,https://www.finn.no/mobility/item/462768464,Opel Zafira e-Life,1,3,Opel,Zafira,279000,Bruktbil til salgs: Opel Zafira - 2021 - Svart - 136 hk - Flerbruksbil | FINN.no,NA,274 468 kr,4 532 kr (avgifter),136 hk,80 000 km,46 kWh,NA,Automat,1 000 kg,1 894 kg,6,NA,Norge,NA,EE28579,Bruktbil til salgs,1894,NA,NA,274468,50,0,20015,20282,Zafira,M/L2,high,719900,GS L2 75 kWh,opel_2026_pdf,0,15000,734900,455900,0.6203565110899442,GS L2 75 kWh; seter +0 kr; øvrige opsjoner +15000 kr,https://www.opel.no/content/dam/opel/norway/downloads/pricelists/personbil/Prisliste_Zafira_Electric_2026.pdf,"Offisiell norsk prisliste-URL funnet, men direkte nedlasting ble blokkert i dette miljøet. Prisnivået er lagt inn som samme 2026 Stellantis-prisstige som Citroen, og bør verifiseres mot Opel-konfigurator/prisliste.",5,11.289794413577894,46,FALSE,469238.04370686255,-13338.043706862547,0.16244154874674094,66101.16135772898,0.0014001833270405474,-0.2248021563701327,469238.04370686255,265661.95629313745,-13338.043706862547,13338.043706862547,-0.01814946755594305,-0.22048319001727146,0.0014001833270405474,0.16244154874674094,18
462489982,Citroen E-SpaceTourer,Citroen E-SpaceTourer,75kWt L2 Shine,75kWt L2 Shine,375000,2021,65000,8,Citroen ë-SpaceTourer,M/L2,high,El,Forhjulsdrift,75,330,136,1000,Flerbruksbil,Personbil,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,2,29.12.2021,Nybilgaranti,NA,100000,Svart,Rud,1351,Akershus,59.90840046001003,10.493201785290369,Autoco Bærum AS,"5. mai 2026, 10:53 Del annonsen Rapporter annonse",TRUE,TRUE,TRUE,FINN HTML definition list + SEO structured data,deterministic keyword parser,data/raw/html/item_462489982.html,https://www.finn.no/mobility/item/462489982,75kWt SpaceTourer,1,3,Citroen,E-SpaceTourer,375000,Bruktbil til salgs: Citroen E-SpaceTourer - 2021 - Svart - 136 hk - Flerbruksbil | FINN.no,NA,370 468 kr,4 532 kr (avgifter),136 hk,65 000 km,75 kWh,NA,Automat,1 000 kg,2 065 kg,5,603 L,Norge,29.12.2027,EC78339,Bruktbil til salgs,2065,603,NA,370468,75,0,20003,20045,E-SpaceTourer,M/L2,high,719900,MAX L2 75 kWh,citroen_2026_pdf,0,15000,734900,359900,0.48972649340046265,MAX L2 75 kWh; seter +0 kr; øvrige opsjoner +15000 kr,https://www.citroen.no/content/dam/citroen/norway/prislister-og-brosjyrer/personbiler/Kundeprisliste_e-Spacetourer_2026.pdf,Kundeprisliste gjeldende fra 01.01.2026. PLUS/MAX L2/L3.,5,11.082157933374816,75,TRUE,373542.9656725853,-13642.965672585298,0.28391391860800963,66086.18248781735,0.0035027371639997163,-0.2486806932421148,373542.9656725853,361357.0343274147,-13642.965672585298,13642.965672585298,-0.018564383824445908,-0.24395824750624698,0.0035027371639997163,0.28391391860800963,19
441656103,Citroen SpaceTourer,Citroen SpaceTourer,75kWt L3 Shine,75kWt L3 Shine,374434,2021,44000,8,Citroen ë-SpaceTourer,XL/L3,high,El,Forhjulsdrift,75,330,136,1000,Flerbruksbil,Personbil,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,2,19.11.2021,Nybilgaranti,NA,NA,Grå,Hagan,1481,Akershus,59.997432057042005,10.917727178672298,NA,"6. mai 2026, 22:41 Del annonsen Rapporter annonse",TRUE,TRUE,TRUE,FINN HTML definition list + SEO structured data,deterministic keyword parser,data/raw/html/item_441656103.html,https://www.finn.no/mobility/item/441656103,75kWt SpaceTourer,1,1,Citroen,SpaceTourer,374434,Bruktbil til salgs: Citroen SpaceTourer - 2021 - Grå - 136 hk - Flerbruksbil | FINN.no,NA,370 000 kr,4 434 kr (avgifter),136 hk,44 000 km,75 kWh,NA,Automat,1 000 kg,2 065 kg,5,603 L,Norge,20.11.2027,ED39107,Bruktbil til salgs,2065,603,NA,370000,75,0,20003,20054,SpaceTourer,XL/L3,high,749900,MAX L3 75 kWh,citroen_2026_pdf,0,0,749900,375466,0.500688091745566,MAX L3 75 kWh; seter +0 kr; øvrige opsjoner +0 kr,https://www.citroen.no/content/dam/citroen/norway/prislister-og-brosjyrer/personbiler/Kundeprisliste_e-Spacetourer_2026.pdf,Kundeprisliste gjeldende fra 01.01.2026. PLUS/MAX L2/L3.,5,10.691967639914864,75,TRUE,393213.2144825494,-17747.214482549403,0.3135452392623735,66023.4508417406,0.007123124295585435,-0.33040007443449926,393213.2144825494,356686.7855174506,-17747.214482549403,17747.214482549403,-0.023666108124482468,-0.3244337433341639,0.007123124295585435,0.3135452392623735,20
461492193,Toyota Proace Verso,Toyota Proace Verso,Electric Lang 9-Seter/Cruise/Oppv.ratt/Navi/Kam/Dab+,Electric Lang 9-Seter/Cruise/Oppv.ratt/Navi/Kam/Dab+,619000,2025,300,9,Toyota Proace Verso Electric,XL/L3,high,El,Forhjulsdrift,NA,340,136,1000,NA,Personbil,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,23.06.2025,Garanti 5 år ihht nybilgaranti til leverandør,60,100000,Grå,Fredrikstad,NA,Ukjent,59.240033,10.982871,Dahles Auto Råbekken,"27. april 2026, 08:46 Referanse 2954 Del annonsen Rapporter annonse",TRUE,FALSE,TRUE,FINN HTML definition list + SEO structured data,deterministic keyword parser,data/raw/html/item_461492193.html,https://www.finn.no/mobility/item/461492193,Toyota Proace Verso Electric,1,8,Toyota,Proace Verso,619000,Bruktbil til salgs: Toyota Proace Verso - 2025 - Grå - 136 hk | FINN.no,NA,NA,Fritatt (avgifter),136 hk,300 km,NA,NA,Automat,1 000 kg,2 166 kg,5,NA,Norge,NA,EP67019,Bruktbil til salgs,2166,NA,NA,NA,NA,300,20002,20024,Proace Verso,XL/L3,high,698400,Family Plus,toyota_config_2026,0,0,698400,79400,0.11368843069873998,Family Plus; seter +0 kr; øvrige opsjoner +0 kr,https://www.toyota.no/nybil/proace-verso/build,Toyota-konfigurator lest 2026-05-14. Shuttle Nordic V2 og Family Plus.,1,5.707110264748875,75,TRUE,100359.92256651737,-20959.922566517373,0.21447193816043053,65991.75041326795,0.00518991415304884,-0.3647747100817276,100359.92256651737,598040.0774334826,-20959.922566517373,20959.922566517373,-0.03001134388103862,-0.3583597077338847,0.00518991415304884,0.21447193816043053,21
460486066,Opel Zafira,Opel Zafira,75kWh L2 Elegance | 6 seter | Skinn,75kWh L2 Elegance | 6 seter | Skinn,357000,2022,30000,6,Opel Zafira-e Life,M/L2,high,El,Forhjulsdrift,75,306,136,1000,Flerbruksbil,Personbil,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,19.04.2022,Bruktbilgaranti,19,200000,Hvit,Ås,1435,Akershus,59.65165708865168,10.81385373995132,NA,"14. mai 2026, 12:24 Del annonsen Rapporter annonse",TRUE,FALSE,TRUE,FINN HTML definition list + SEO structured data,deterministic keyword parser,data/raw/html/item_460486066.html,https://www.finn.no/mobility/item/460486066,Citroen E-SpaceTourer,1,7,Opel,Zafira,357000,Bruktbil til salgs: Opel Zafira - 2022 - Hvit - 136 hk - Flerbruksbil | FINN.no,NA,352 468 kr,4 532 kr (avgifter),136 hk,30 000 km,75 kWh,NA,Automat,1 000 kg,2 416 kg,5,NA,Norge,10.11.2026,EN86673,Bruktbil til salgs,2416,NA,NA,352468,75,0,20003,20041,Zafira,M/L2,high,719900,GS L2 75 kWh,opel_2026_pdf,21326,0,741226,384226,0.5183655187486678,GS L2 75 kWh; seter +21326 kr; øvrige opsjoner +0 kr,https://www.opel.no/content/dam/opel/norway/downloads/pricelists/personbil/Prisliste_Zafira_Electric_2026.pdf,"Offisiell norsk prisliste-URL funnet, men direkte nedlasting ble blokkert i dette miljøet. Prisnivået er lagt inn som samme 2026 Stellantis-prisstige som Citroen, og bør verifiseres mot Opel-konfigurator/prisliste.",4,10.308985993422082,75,TRUE,409148.54861007235,-24922.54861007235,0.13309518396985032,65942.09467769986,0.0037388511146492,-0.4128788563480604,409148.54861007235,332077.45138992765,-24922.54861007235,24922.54861007235,-0.03362341392513531,-0.40592332318531943,0.0037388511146492,0.13309518396985032,22
463485562,Citroen SpaceTourer,Citroen SpaceTourer,340km 75kWt L3 Plus 9-seter/Ryggekamera/Navigasjon/ACC,340km 75kWt L3 Plus 9-seter/Ryggekamera/Navigasjon/ACC,779000,2026,5000,9,Citroen ë-SpaceTourer,XL/L3,high,El,Forhjulsdrift,75,340,136,1000,Flerbruksbil,Personbil,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,08.05.2026,Nybilgaranti,59,100000,Svart,Oslo,NA,Oslo,59.916098,10.790484,Mobile Oslo AS,"13. mai 2026, 16:07 Referanse VF7VSZKU8TZ033448 Del annonsen Rapporter annonse",TRUE,TRUE,TRUE,FINN HTML definition list + SEO structured data,deterministic keyword parser,data/raw/html/item_463485562.html,https://www.finn.no/mobility/item/463485562,75kWt SpaceTourer,1,5,Citroen,SpaceTourer,779000,Bruktbil til salgs: Citroen SpaceTourer - 2026 - Svart - 136 hk - Flerbruksbil | FINN.no,NA,771 495 kr,7 505 kr (avgifter),136 hk,5 000 km,NA,NA,Automat,1 000 kg,2 332 kg,5,980 L,Norge,08.05.2030,DS39230,Bruktbil til salgs,2332,980,NA,771495,75,340,20061,20456,SpaceTourer,XL/L3,high,749900,MAX L3 75 kWh,citroen_2026_pdf,4912,15000,769812,-9188,-0.011935381625643664,MAX L3 75 kWh; seter +4912 kr; øvrige opsjoner +15000 kr,https://www.citroen.no/content/dam/citroen/norway/prislister-og-brosjyrer/personbiler/Kundeprisliste_e-Spacetourer_2026.pdf,Kundeprisliste gjeldende fra 01.01.2026. PLUS/MAX L2/L3.,0,8.517393171418904,75,TRUE,18380.505962276424,-27568.505962276424,0.634129601223959,65510.759963954944,0.1223724623527821,-0.7030164593598769,18380.505962276424,751431.4940377236,-27568.505962276424,27568.505962276366,-0.03581199820511557,-0.6957239537140204,0.1223724623527821,0.634129601223959,23
460911550,Peugeot e-Traveller,Peugeot e-Traveller,"136 hk | L2 | 9 seter | 30,5 mil WLP | H-feste |","136 hk | L2 | 9 seter | 30,5 mil WLP | H-feste |",379000,2021,61000,9,Peugeot e-Traveller,M/L2,base,El,Forhjulsdrift,NA,305,136,1000,Flerbruksbil,Personbil,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,03.04.2021,Nybilgaranti fra 1. gang reg.,60,100000,Hvit,Øvrebø,NA,Ukjent,58.296079,7.835082,DBBIL AS,"22. april 2026, 14:42 Referanse 3239 Del annonsen Rapporter annonse",TRUE,FALSE,TRUE,FINN HTML definition list + SEO structured data,deterministic keyword parser,data/raw/html/item_460911550.html,https://www.finn.no/mobility/item/460911550,Peugeot e-Traveller,1,10,Peugeot,e-Traveller,379000,Bruktbil til salgs: Peugeot e-Traveller - 2021 - Hvit - 136 hk - Flerbruksbil | FINN.no,NA,374 468 kr,4 532 kr (avgifter),136 hk,61 000 km,NA,NA,Automat,1 000 kg,2 375 kg,5,NA,Norge,NA,EC40924,Bruktbil til salgs,2375,NA,NA,374468,NA,0,22042,20183,e-Traveller,M/L2,base,644900,Business L2 75 kWh,peugeot_2026_pdf,0,14875,659775,280775,0.4255617445341215,Business L2 75 kWh; seter +0 kr; øvrige opsjoner +14875 kr,https://www.peugeot.no/content/dam/peugeot/norway/prislister-og-brosjyrer/personbiler/Kundeprisliste_E-Traveller_2026.pdf,Kundeprisliste gjeldende fra 01.01.2026. Business L2/L3.,5,11.0186455364637,75,TRUE,319213.58613798115,-38438.586137981154,0.16417890919597358,65609.12644476093,0.01180209979301575,-0.6485248788004973,319213.58613798115,340561.41386201885,-38438.586137981154,38438.586137981154,-0.05826014343978046,-0.6408353886730271,0.01180209979301575,0.16417890919597358,24
